text;label
تراجعت حصيلة الإصابات الجديدة بفيروس كورونا في روسيا مجددا إلى ما تحت عتبة التسعة آلاف حالة ;REAL
أصدرت وزارة الصحة المصرية بيانا هاما بشأن أعراض الإصابة بالفطر الأسود، موضحة أن الإصابة تتمثلى في حمى وسعال وألم في الصدر يصاحبها ضيق التنفس ;REAL
بددت البرازيل المخاوف والغموض بشأن استضافتها بطولة كوبا أميركا عقب اختيارها في اللحظة الأخيرة لتعويض انسحاب المضيفتين الأصليتين كولومبيا والأرجنتين ;REAL
أعلن الأردن، أنه سيتسلم مساء اليوم الأربعاء الشحنة الأخيرة من الحصة الأولى من اللقاحات المضادة لفيروس كورونا من مرفق كوفاكس ، والتي تحوي على 146400 جرعة من لقاح أسترازينيكا ;REAL
أعلنت مديرية صحة محافظة السليمانية بإقليم كردستان العراق، الأربعاء، أن مريضا مصابا بالفطر الأسود توفي في مستشفى المحافظة أمس الثلاثاء ;REAL
أعلن الأمين العام لشؤون الأوبئة، مسؤول ملف كورونا في وزارة الصحة الأردنية، الدكتور عادل البلبيسي، أن المملكة ستطلب 2 مليون جرعة من اللقاح الروسي سبوتنيك ;REAL
صرّح وزير الخارجية الامريكى، انتونى بلينكن بأن بلاده ستعلن خلال الأسبوعين المقبلين بالضبط كيف تنوي توزيع 80 مليون جرعة من لقاحات فيروس كورونا إلى دول أخرى ;REAL
استأنفت روسيا، اليوم الأربعاء، الرحلات الجوية مع بريطانيا، بعد توقف دام 6 أشهر بسبب وباء كورونا ;REAL
أعلنت منظمة الصحة العالمية انخفاض معدل الإصابات بكورونا في العالم، خلال أسبوع بنسبة 15 ، وانخفاض معدل الوفيات بنسبة 7 ، وذلك بعد تسجيل 3 5 مليون إصابة، وأكثر من 78 ألف حالة وفاة ;REAL
قالت وزارة الصحة الإسرائيلية إن العدد القليل من حالات التهاب عضلة القلب، المسجلة في معظمها بين الشبان الذين تلقوا لقاح فايزر ضد فيروس كورونا، يُحتمل أن يكون مرتبطا بالتطعيم ;REAL
أعلنت شركة الخطوط الجوية التركية، فرض حجر صحي لمدة 14 يوما للقادمين من 8 دول، في إطار تدابير مكافحة فيروس كورونا ;REAL
أعلن رئيس جامعة الزقازيق في مصر، عثمان شعلان، أن المستشفيات الجامعية استقبلت 7 حالات مصابة بالفطر الأسود، وأجريت عمليات جراحية لـ5 حالات، فيما تخضع حالتان للملاحظة والعلاج ;REAL
أعلنت وزارة الصحة المكسيكية عن تسجيل 6917 إصابة جديدة بفيروس كورونا و4272 حالة وفاة بعد إعادة النظر في حصيلة الوفيات ;REAL
أعلنت وكالة الرقابة الصحية البرازيلية أنفيزا أنها ستدرس مجددا شراء لقاح سبوتنيك المضاد لفيروس كورونا في 4 يونيو الجاري ;REAL
غادر الشيخ يوسف القرضاوي، رئيس الاتحاد العالمي لعلماء المسلمين، المستشفى بعد تحسن حالته الصحية إثر إصابته بفيروس كورونا المستجد ;REAL
سجلت وزارة الصحة المصرية يوم الثلاثاء 956 إصابة جديدة بفيروس كورونا و40 وفاة، وذلك مقارنة مع 984 إصابة و49 وفاة يوم الاثنين ;REAL
أكد رئيس تركمانستان قربان قولي بردي محمدوف، يوم الثلاثاء، أن بلاده لم تسجل أي إصابة بفيروس كورونا منذ بدء الجائحة، وذلك في مقابلة نادرة مع وسيلة إعلامية أجنبية ;REAL
أعلنت وزارة الصحة المغربية، مساء الثلاثاء، عن تسجيلها 394 إصابة و7 وفيات جديدة بفيروس كورونا في البلاد، ما يمثل ارتفاعا لكلا المؤشرين مقارنة مع بيانات الاثنين ;REAL
أعلنت وزارة الصحة البرازيلية، مساء الثلاثاء، تسجيل 78296 إصابة و2408 وفيات جديدة بفيروس كورونا المسبب لعدوى كوفيد 19 ;REAL
قالت اللجنة الاستشارية الوطنية الكندية للتحصين إن الأشخاص الذين حصلوا على الجرعة الأولى من لقاح أسترازينيكا يمكن تطعيمهم بجرعة ثانية من أي من اللقاحين فايزر أو موديرنا ;REAL
سجلت فرنسا اليوم الثلاثاء 127 حالة وفاة جديدة بفيروس كورونا في المستشفيات مقابل 126 حالة في اليوم السابق، فيما استمر انخفاض عدد حالات الإصابة بكوفيد 19 ;REAL
أعلنت وزارة الصحة التركية، اليوم الثلاثاء، عن تسجيلها 7112 إصابة و129 وفاة جديدة بفيروس كورونا المسبب لعدوى كوفيد 19 ، في ارتفاع لكلا المؤشرين مقارنة مع بيانات الاثنين ;REAL
ذكر وزير الصحة السلوفاكي، فلاديمير لينغفاردسكي، اليوم الثلاثاء، أن السلطات الصحية بدأت تسجيل الراغبين في تلقي اللقاح الروسي سبوتنيك ضد فيروس كورونا المسبب لعدوى كوفيد 19 ;REAL
ذكرت منظمة الصحة العالمية أنها حددت 4 نسخ من فيروس كورونا المستجد المسبب لعدوى كوفيد 19 حيث تستطيع أن تنتشر بشكل أسرع من مثيلاتها ;REAL
قالت وكالة كيودو اليابانية إنه بإمكان اليابان تخصيص 800 مليون دولار أضافي لدعم برنامج الدولي المعني بتوزيع اللقاحات مضادة لفيروس كورونا بين دول العالم ;REAL
بحثت السعودية وعمان، اليوم الثلاثاء، فرص الاستثمار في كلا البلدين بعد أيام قليلة من احتجاجات بسبب البطالة شهدتها السلطنة ;REAL
أعلنت سلطات مدينة كوبي اليابانية عن تسجيل أول حالة مؤكدة لطفر السلالة البريطانية من فيروس كورونا المستجد داخل اليابان ;REAL
أفاد عالمان إيطاليان بأنه تمت إعادة تحليل عينات دراسة ترجح أن فيروس كورونا المستجد كان ينتشر خارج الصين بحلول أكتوبر 2019 في إجراء طلبته منظمة الصحة العالمية ;REAL
سمح رئيس الوزراء الأردني بشر الخصاونة لمن مضى أكثر من 21 يوما على تلقيهم الجرعة الأولى من اللقاح المضاد لكورونا التجوال خلال ساعات الحظر بدءا من منتصف يونيو الحالي ;REAL
سجلت وزارة الصحة الإيطالية، اليوم الثلاثاء، 2483 إصابة و93 وفاة جديدة بفيروس كورونا المسبب لعدوى كوفيد 19 ;REAL
خفضت السلطات الألمانية مستوى خطورة انتشار عدوى كورونا، وللمرة الأولى منذ بداية العام الجاري، من مرتفع جدا إلى مرتفع ، وسط تراجع حالات الإصابة بمرض كوفيد 19 في البلاد ;REAL
سجلت وزارة الصحة البريطانية، اليوم الثلاثاء، 3165 إصابة جديدة بفيروس كورونا المسبب لعدوى كوفيد 19 بينما لم يتم رصد أي وفيات جديدة جراء المرض، لأول مرة منذ مارس عام 2020 ;REAL
أعلن وزير الخارجية الروسي سيرغي لافروف، اليوم الثلاثاء، أن الدول الغربية تحاول تسييس موضوع مصدر فيروس كورونا المستجد، مؤكدا ضرورة بحث هذه القضية في إطار منظمة الصحة العالمية ;REAL
أعلن الاتحاد الأوروبي أن سبع دول أعضاء فيه بدأت في إصدار شهادات التطعيم ضد فيروس كورونا، كإجراء من شأنه تسهيل التنقل الحر بين دول الاتحاد خلال موسم العطل الصيفية ;REAL
أعلنت ماليزيا، اليوم الثلاثاء، عن تسجيل 7105 حالات إصابة جديدة بفيروس كورونا، ليرتفع العدد الإجمالي للإصابات المسجلة في البلاد إلى 579462 إصابة ;REAL
أصدر رئيس الوزراء الأردني، بشر الخصاونة، أمر الدفاع رقم 30، الذي يلزم المنشآت الأردنية التي جرى فتحها مؤخرا بعدم السماح لأي شخص بالدخول قبل إبراز البطاقة الشخصية أو شهادة التطعيم ;REAL
قالت مصادر في اللجنة العلمية لمكافحة فيروس كورونا التابعة لوزارة الصحة في مصر، إن عدد الحالات التي تم رصدها مصابة بالفطر الأسود بعد إصابتها بكورونا أقل من 5 حالات ;REAL
أعلنت وزارة الصحة السعودية، اليوم الثلاثاء، عن تسجيل 1251 إصابة جديدة بفيروس كورونا خلال الـ24 ساعة الماضية ;REAL
أعلن الرئيس الروسي فلاديمير بوتين، اليوم الثلاثاء، أن روسيا في طريقها إلى الخروج من أزمة كورونا، مع أنه أشار إلى بقاء المخاطر الناجمة عن الجائحة ;REAL
أعلنت الصين أنها قدمت حوالي 22 3 مليون جرعة من اللقاحات المضادة لفيروس كورونا، خلال يوم أمس الاثنين31 مايو وحده ;REAL
أكد المتحدث باسم الرئاسة الروسية، دميتري بيسكوف، أن مفتشين من روسيا تحققوا خلال زيارتهم إلى مصر من توفر المقومات اللازمة لاستئناف الرحلات الجوية من روسيا إلى المنتجعات المصرية ;REAL
حذر طبيب مصري كبير في جامعة عين شمس من سلوكيات خطيرة قد يرتكبها المواطن تؤدي إلى إصابته بالفطر الأسود، حيث تقوم هذه السلوكيات بإضعاف مناعته ;REAL
أعلنت السلطات الصحية في روسيا اليوم الثلاثاء، عن تسجيل 9500 إصابة جديدة بفيروس كورونا و372 حالة وفاة خلال الساعات الـ24 الماضية، وتعافى 8994 شخصا ;REAL
أعلنت منظمة الصحة العالمية في بيان أنها ستستخدم حروف الأبجدية اليونانية اللاتينية بمثابة أسماء لسلالات كورونا الجديدة ;REAL
بعد صدور 10 قرارات لرئيس مجلس الوزراء المصري، مصطفى مدبولي، لمواجهة فيروس كورونا المستجد، عقب ترؤسه اللجنة العليا لإدارة الأزمة، يبدأ اليوم سريان هذه القرارات الاحترازية في البلاد ;REAL
لا يرى مركز فيكتور الروسي لعلم الفيروسات والتكنولوجيا الحيوية أي أساس لتسبب السلالة الهندية لكورونا في جائحة جديدة، أو أكثر خطورة من فيروس كورونا التاجي المستجد ;REAL
تجاوزت حصيلة ضحايا فيروس كورونا حول العالم 3 ملايين و546731 حالة وفاة، فيما تجاوز عدد الإصابات 170 5 مليون، منذ بدء تفشي الوباء وحتى الآن ;REAL
أعلن ممثل عن منظمة التجارة العالمية، أن مسؤولي الاتحاد الأوروبي وبريطانيا واليابان، لا يزالون على تحفظاتهم بشأن اقتراح تعليق العمل ببراءات اختراع اللقاحات المضادة لـ كوفيد 19 ;REAL
افاد مسؤول حكومى محلى هندي في تصريح تلفزيوني بانتشال جثث ستة أشخاص، ليلة الاثنين، من نهر الغانج بولاية اوتار براديش الهندية ;REAL
يتلقى التشيلي أرتورو فيدال، لاعب خط وسط إنتر، العلاج في المستشفى إثر إصابته بفيروس كورونا، ما سيحرمه من المشاركة ضد الأرجنتين في التصفيات المؤهلة لمونديال قطر ;REAL
أعلن وزير الأوقاف والشؤون الإسلامية المغربي، أحمد التوفيق، أن العاهل المغربي الملك محمد السادس، أعطى توجيهاته السامية بأن يبدأ الفتح التدريجي للمساجد المغلقة بسبب كورونا ;REAL
حظرت السلطات البرازيلية لفترة غير محددة دخول الأجانب، بغض النظر عن جنسياتهم ، إلا بالطائرات، بسبب خطر انتشار جائحة فيروس كورونا ;REAL
سجلت الهند اليوم الثلاثاء أدنى زيادة يومية في الإصابات الجديدة بفيروس كورونا منذ الثامن من أبريل، بعد رصدها 127510 إصابات خلال الـ24 ساعة الماضية، وسجلت 2795 حالة وفاة جديدة ;REAL
أعلنت مديرية صحة محافظة ذي قار بجنوب العراق، الاثنين، عن تسجيل وفاة بـ الفطر الأسود في مدينة الناصرية، مركز المحافظة ;REAL
قررت السلطات الروسية تمديد تعليق الرحلات الجوية مع تركيا، وكذلك مع تنزانيا، حتى 21 يونيو الجاري، بسبب الوضع الوبائي في هذين البلدين ;REAL
أكد الرئيس الصيني، شي جين بينغ، الثلاثاء، أن بلاده ستقدم كل مساعدة ممكنة لسوريا في سبيل إنعاش اقتصادها وتحسين الظروف المعيشية للسوريين، وكذلك في مكافحة جائحة فيروس كورونا ;REAL
قررت الحكومة المغربية، مساء الإثنين، تخفيف الإجراءات الرامية لاحتواء جائحة كورونا إثر النتائج الإيجابية المسجلة في منحى الإصابة بالفيروس، والتقدم المحرز في حملة التلقيح ;REAL
تراجع مؤشر الإصابات الجديدة بفيروس كورونا المسبب لعدوى كوفيد 19 في مصر، الاثنين، إلى مستوى اقل من 1000 حالة، لأول مرة منذ 26 أبريل ;REAL
اتفق ممثلو القبارصة الأتراك واليونانيين على فتح الحدود بين مجتمعيهما في قبرص، وهذا قد يحدث خلال الأسبوع الجاري ;REAL
أعلنت وزارة الصحة المكسيكية عن تسجيل 61 وفاة و932 إصابة جديدة بفيروس كورونا، في الـ24 ساعة الأخيرة ;REAL
نقلت وكالة رويترز عن مصادر بقطاع الطيران أن شركة الخطوط الجوية القطرية اختلفت مع شركة إيرباص الأوروبية لصناعة الطائرات حول طلاء الطائرة إيه 350 ;REAL
أعلنت الحكومة الروسية، مساء اليوم الاثنين، عن استئناف حركة الطيران مع 9 دول في شهر يوليو، بينها دولتان عربيتان ;REAL
قال وزير الدولة الفرنسي للشؤون الأوروبية ، كليمنت بيون إن الاتحاد الأوروبي يخطط لبدء حزمة التعافي من جائحة كورونا بقيمة 750 مليار يورو بإصدار أولي لسندات بقيمة 10 مليارات يورو ;REAL
ارتفعت حصيلة الوفيات المسجلة الناجمة عن فيروس كورونا المسبب لعدوى كوفيد 19 في بيرو بحوالي 2 6 مرة بعد مراجعة نفذتها السلطات الصحية للبيانات الرسمية ;REAL
أعلن الرئيس الفرنسي إيمانويل ماكرون، اليوم الاثنين، أنه تلقى لقاحا مضادا لفيروس كورونا المستجد، وأضاف أن زوجته بريجيت تلقت التطعيم أيضا ;REAL
أكد رئيس اللجنة العلمية لمكافحة كورونا في مصر، عدم وجود علاقة بين كورونا والفطر الأسود، موضحا أن الفطر الأسود يصيب الإنسان بسبب الضعف الشديد في الجهاز المناعي وأنه لا يسبب العدوى ;REAL
أعلنت وزارة الصحة البرازيلية، مساء الاثنين، تسجيل 30434 إصابة و860 وفاة جديدة بفيروس كورونا المسبب لعدوى كوفيد 19 ;REAL
أعلنت وزارة الصحة التركية، اليوم الاثنين، عن تسجيلها 6493 إصابة و122 وفاة جديدة بفيروس كورونا المسبب لعدوى كوفيد 19 ;REAL
سجلت وزارة الصحة البريطانية، اليوم الاثنين، 3383 إصابة جديدة بفيروس كورونا المسبب لعدوى كوفيد 19 بينما تراجع مؤشر الوفيات اليومية إلى حالة واحدة ;REAL
أعلن الرئيس التركي رجب طيب أردوغان، اليوم الاثنين، تخفيف إجراءات احتواء فيروس كورونا، بما في ذلك الرفع الجزئي لإغلاقات نهاية الأسبوع وفتح المطاعم لعدد محدود من الضيوف ;REAL
سجلت وزارة الصحة الإيطالية، اليوم الاثنين، 1820 إصابة و82 وفاة جديدة بفيروس كورونا المسبب لعدوى كوفيد 19 ;REAL
سجل لبنان اليوم الإثنين، 111 إصابة و7 وفيات بفيروس كورونا المستجد، في تراجع مستمر بعدد حالات الإصابة منذ قرابة الشهر ;REAL
بحث وزير خارجية مصر سامح شكري مع نظيره الماليزي هشام الدين حسين، تعزيز العلاقات الثنائية وبعض القضايا الإقليمية والدولية، وبينها التطورات في الشرق الأوسط ;REAL
حث نواب بريطانيون من مختلف الأحزاب الحكومة على نشر مراجعة داخلية حول جائحة كورونا، معتبرين أن الامتناع عن ذلك يجعل من ادعاء وزير الصحة مات هانكوك بأن الحكومة شفافة موضع السخرية ;REAL
سجلت السعودية، اليوم الاثنين، 1245 إصابة و15 وفاة جديدة بفيروس كورونا المسبب لمرض كوفيد 19 في زيادة طفيفة لكلا المؤشرين مقارنة مع الأيام الأخيرة ;REAL
قال رئيس اللجنة العلمية لمكافحة كورونا في مصر، حسام حسني، إن مصر بها حالات مشتبه في إصابتها بالفطر الأسود، نافيا وجود خطورة من الفطر الأسود داخل مصر ;REAL
أعلن الصندوق الروسي للاستثمارات المباشرة أن وزارة الصحة الفلسطينية وافقت على استخدام لقاح سبوتنيك لايت ذي الجرعة الواحدة للتطعيم ضد فيروس كورونا على أراضي فلسطين ;REAL
سجلت إسرائيل 4 إصابات جديدة بفيروس بكورونا خلال الـ24 ساعة الماضية، فيما قال المسؤولون بأن إسرائيل تقترب من تحقيق مناعة القطيع ;REAL
ذكرت وكالة أسوشيتد برس أن السلطات في مدينة هوشي منه الواقعة بجنوب فيتنام، تخطط لإجراء فحص كورونا لجميع سكانها البالغ عددهم 9 ملايين نسمة ;REAL
سجلت الصين، اليوم الاثنين، زيادة مفاجئة بإصابات كورونا بجنوب البلاد، برصدها 20 إصابة محلية جديدة خلال اليوم السابق، في الوقت الذي أغلقت فيه السلطات مناطق في عاصمة إقليم قوانغدونغ ;REAL
كشف رئيس اللجنة العلمية لمكافحة فيروس كورونا بوزارة الصحة المصرية، حسام حسني، أن هناك عددا من حالات الاشتباه في الإصابة بالفطر الأسود في مصر لا تتعدى أصابع اليد الواحدة ;REAL
أحاطت الهيئة الروسية للرقابة على حقوق المستهلكين روس بوتريب نادزور كل المدخنين علما بأن مرض كوفيد 19 غالبا ما يكتسب شكلا خطيرا عند إصابته المدخنين ;REAL
أعلنت نائب رئيس اللجنة العلمية لمكافحة كورونا، جيهان العسال، أن 50 من المصابين بالفطر الأسود تحدث لهم وفاة، مؤكدة أن المرض غير معد وينبغي الامتثال لكافة البروتوكولات العلاجية ;REAL
اكتشف باحثون أمريكيون عقارا يمكن أن يكون أداة لتغيير قواعد اللعبة في علاج مرضى كوفيد 19 ، بما في ذلك متغيرات فيروس 2 ;REAL
سيكون على المشجعين تلقي اللقاح أو تقديم نتيجة سلبية بفيروس كورونا من أجل التمكن من حضور الألعاب الأولمبية المقررة بطوكيو الصيف المقبل، وذلك بحسب ما أفادت به صحيفة يابانية، الاثنين ;REAL
سجلت السلطات الصحية في روسيا، 8475 إصابة جديدة بفيروس كورونا، و339 حالة وفاة خلال الساعات الـ24 الماضية ;REAL
أكد المستشار نادر سعد ، المتحدث باسم مجلس الوزراء المصري، أن قرارات لجنة إدارة أزمة كورونا بتخفيف قيود العمل، بعد الحظر السابق، تعود لوجود قدر من الاطمئنان على تحسن الوضع الوبائي ;REAL
أكد بيتر هوتيز، الخبير الأمريكي في الأمراض المعدية وفيروس كورونا، على ضرورة دراسة أصل كوفيد 19 بدقة، وإلا فقد تواجه البشرية كوفيد 26 و كوفيد 32 ;REAL
ارتفعت حصيلة ضحايا فيروس كورونا حول العالم إلى أكثر من 3 ملايين و594 ألف حالة وفاة، ونحو 171 مليون إصابة، منذ بدء تفشي الوباء ;REAL
أعلن اتحاد أمريكا الجنوبية لكرة القدم الكونميبول ، الأحد، أن الأرجنتين لن تستضيف كأس كوبا أمريكا، لتحوم شكوك حول مستقبل البطولة قبل 13 يوما من الموعد المحدد لانطلاقتها ;REAL
أعلن رئيس جنوب إفريقيا، سيريل رامافوسا، الأحد أن بلاده ستعاود فرض قيود إغلاق أشد صرامة لمواجهة زيادة حادة في أعداد الإصابة بعدوى فيروس كورونا كوفيد 19 ;REAL
أعلنت شؤون الطيران المدني في البحرين تعليق دخول المسافرين القادمين من فيتنام بدءا من يوم الثلاثاء الموافق 1 يونيو 2021 ;REAL
تسمح فرنسا اعتبارا من يوم الاثنين بتلقي اللقاح المضاد لفيروس كورونا لجميع السكان البالغين، وهي مرحلة مهمة لتجنب طفرة وبائية جديدة في موازاة تخفيف تدريجي للقيود في البلاد ;REAL
طلبت الفنانة إيمي سمير غانم متابعيها اليوم بالدعاء لوالدتها الفنانة دلال عبد العزيز بالشفاء، حيث أنها لا تزال في المستشفى لحين تحسن حالتها الصحية ;REAL
أعلنت وزارة الصحة البرازيلية، مساء الأحد، تسجيل 43520 إصابة و874 وفاة جديدة بفيروس كورونا المسبب لعدوى كوفيد 19 ;REAL
أعلنت وزارة الصحة المكسيكية عن تسجيل 52 وفاة و1307 إصابات جديدة بفيروس كورونا، في الـ24 ساعة الأخيرة ;REAL
أعلنت الحكومة المصرية أنها تهدف إلى تطعيم 50 بالمئة من الشعب المصري حتى نهاية العام 2021 الحالي ;REAL
أعلنت وزارة الصحة الكويتية الأحد عن تسجيل 1095 إصابة و7 وفيات بفيروس كورونا خلال آخر 24 ساعة ;REAL
أعلنت وزارة الصحة التركية، اليوم الأحد، عن تسجيلها 6933 إصابة جديدة بفيروس كورونا المسبب لعدوى كوفيد 19 ، ما يشير إلى تراجع بأكثر من 9 مرات لهذا المؤشر منذ أبريل ;REAL
سجلت وزارة الصحة الإيطالية، اليوم الأحد، 2949 إصابة و44 وفاة جديدة بفيروس كورونا المسبب لعدوى كوفيد 19 ، في تراجع لكلا المؤشرين مقارنة مع بيانات الجمعة ;REAL
سجلت وزارة الصحة البريطانية، اليوم الأحد، 3240 إصابة و6 وفيات جديدة بفيروس كورونا المسبب لعدوى كوفيد 19 ;REAL
تسلمت البحرين، اليوم الأحد، دفعة من لقاح سبوتنيك الروسي لاعتماده في حملات التطعيم ضد فيروس كورونا ;REAL
تراجعت حصيلة الإصابات اليومية بفيروس كورونا المستجد في السعودية إلى ما تحت عتبة الألف حالة، لأول مرة منذ أسبوعين ;REAL
طلبت رئيسة نيبال، بيدهيا ديفي بهانداري، من نظيرها الروسي، فلاديمير بوتين، المساعدة في اقتناء لقاح سبوتنيك الروسي المضاد لفيروس كورونا، حسبما ذكرت وكالة نوفوستي ;REAL
أعلنت السلطات الإسبانية، اليوم الأحد، أن الملك فيليبي السادس تلقى لقاحا مضادا لفيروس كورونا المستجد ;REAL
توفيت زوجة أحد علماء الفيروسات بمختبر ووهان الصيني متأثرة بما يبدو أنه فيروس كورونا في ديسمبر 2019، حسبما أفاد موقع الأمريكي، نقلا عن مسؤول سابق في الخارجية الأمريكية ;REAL
يستقبل مطارا الغردقة وشرم الشيخ المصريان، اليوم الأحد، لجنتي تفتيش من روسيا لمتابعة ما تم الاتفاق عليه سابقا بين موسكو والقاهرة حول ضمان أمن الرحلات من المطارين الدوليين المذكورين ;REAL
تسببت جائحة كورونا بشح اقتصادي بالغ في كثير من مناطق العالم ;REAL
بعد الخوف والهلع الذي نشره مرض الفطر الأسود لدى المصريين، أصدرت وزارة الصحة 3 تحذيرات رسمية بشأن هذا المرض ;REAL
أعلن وزير الصحة الروسي، ميخائيل موراشكو، أن مشاركة كل مواطني روسيا في حملة التطعيم ضد فيروس كورونا أمر مهم، لخلق مناعة القطيع للتغلب على الفيروس في البلاد ;REAL
أدرجت وزارة الصحة الإسرائيلية، كل من روسيا والأرجنتين على قائمة الدول التي تمنع الإسرائيليين من السفر إليها، اعتبارا من يوم غد الاثنين، بسبب تفشي فيروس كورونا ;REAL
أكد كيريل دميترييف، رئيس الصندوق الروسي للاستثمارات المباشرة أن لقاح سبوتنيك الروسي المضاد لفيروس كورونا يحظى بطلب كبير عليه عبر العالم، وذلك بسبب مؤشرات فعاليته الجيدة وأمانه ;REAL
أكد كيريل دميترييف، رئيس الصندوق الروسي للاستثمارات المباشرة أن لقاح سبوتنيك الروسي المضاد لفيروس كورونا يحظى بطلب كبير عليه عبر العالم، وذلك بسبب مؤشرات فعاليته الجيدة وأمانه ;REAL
أفادت صحيفة واشنطن بوست بأن مجموعة من العاملين في مجال الرعاية الصحية رفعت دعوى قضائية في ولاية تكساس ضد تفويض أرباب العمل بإلزام جميع موظفي الرعاية بالتطعيم ضد فيروس كورونا ;REAL
سجلت السلطات الصحية الروسية خلال الساعات الـ24 الماضية نحو 9 7 ألف إصابة جديدة بفيروس كورونا، ما يمثل أكبر حصيلة إصابات جديدة منذ أكثر من شهرين ;REAL
أعلن أطباء في الهند عن وفاء شخص يعد من أوائل المصابين بعدوى الفطر الأصفر ;REAL
أعلن مدير أبحاث لقاح بركت، حسن جليلي، أنه تم لحد الآن انتاج مليون جرعة من لقاح كوف إيران بركت المضاد لفيروس كورونا، مشيرا إلى أنه سيتم إنتاج 18 مليون جرعة حتى سبتمبر المقبل ;REAL
أفادت قناة 1 الإخبارية البرازيلية، بقيام احتجاجات شعبية واسعة على سياسة رئيس البلاد، جايير بولسونارو، على خلفية جائحة فيروس كورونا، أمس السبت، في جميع أنحاء البرازيل تقريبا ;REAL
أعلنت وسائل إعلام مصرية، اليوم الأحد، عن وفاة أول سيدة مشتبه في إصابتها بالفطر الأسود، في محافظة سوهاج ;REAL
أعلنت الهند، اليوم الأحد، عن تسجيل أدنى حد زيادة يومية في الإصابات الجديدة بفيروس كورونا منذ 46 يوما، خلال الـ24 ساعة الماضية ;REAL
أفادت صحيفة تايمز بأن الاستخبارات البريطانية تعتبر الآن أنه من الممكن تسرب فيروس كورونا 2 من مختبر ;REAL
أعلن مسؤول طبي فلسطيني عن إغلاق كامل لأقسام علاج مرض كوفيد 19 في المستشفيات الحكومية في الضفة الغربية ;REAL
أعلنت وزارة الصحة المصرية، مساء السبت، عن تسجيلها 1119 إصابة و51 وفاة جديدة بفيروس كورونا المسبب لعدوى كوفيد 19 ;REAL
أعلنت وزارة الصحة البرازيلية، مساء السبت، تسجيل 79670 إصابة و2012 وفاة جديدة بفيروس كورونا المسبب لعدوى كوفيد 19 ;REAL
أعلنت البحرين يوم السبت، تسجيل 16 حالة وفاة و3274 إصابة جديدة بفيروس كورونا خلال الـ24 ساعة الماضية ;REAL
أعلنت وزارة الصحة الإماراتية عن السماح بالاستخدام الطارئ لدواء جديد مضاد لكورونا أنتجته شركة العالمية، لتغدو الإمارات بذلك الأولى عالميا في استخدام هذا الدواء ;REAL
أعلنت وزارة الصحة المكسيكية، مساء السبت، تسجيلها 2725 إصابة و383 وفاة جديدة بفيروس كورونا في البلاد، التي تواجه مستويات عالية للمتوفين جراء الجائحة ;REAL
خرج آلاف البرازيليين إلى شوارع العاصمة برازيليا ومدينة ريو دي جانيرو يوم السبت للاحتجاج على الرئيس جاير بولسونارو، الذي يلقون عليه باللوم إثر التفشي الفتاك لفيروس كورونا ;REAL
تجمع مئات المتظاهرين في العاصمة البريطانية لندن، احتجاجا على طرح لقاح مضاد لفيروس كورونا واحتمال فرض جوازات سفر خاصة فقط لمن تلقوا اللقاح ;REAL
شارك آلاف المحتجين على القيود المفروضة بسبب كورونا بالعاصمة البلجيكية بروكسل، في مسيرة توجهت إلى مقر الاتحاد الأوروبي، فيما وقعت مشاحنات خفيفة مع الشرطة بسبب التجمع غير المصرح به ;REAL
أعلنت وزارة الصحة التركية، اليوم السبت، عن تسجيلها 7656 إصابة و147 وفاة جديدة بفيروس كورونا المسبب لعدوى كوفيد 19 ;REAL
أعلن وزير النفط الهندي دارمندرا برادان، أن السعودية أرسلت 60 طنا من الأوكسجين السائل إلى بلاده لتعزيز جهود السلطات فيها لمواجهة تفشي فيروس كورونا ;REAL
قال وزير الصحة الألماني ينس شبان اليوم السبت إن ألمانيا ستفرض ضوابط أشد صرامة على مراكز إجراء فحوص كورونا بعد تقارير إعلامية محلية تتهم بعض المراكز بالتزوير المحاسبي ;REAL
أفادت دراسة أجراها باحثون في معهد باستور في فرنسا ومقره باريس، بأن لقاح فايزر ينتج أجساما مضادة قادرة على الحماية من المتحور الهندي لكورونا لكن بفعالية أقل بقليل مخبريا ;REAL
سجلت وزارة الصحة البريطانية، اليوم السبت، 3398 إصابة و7 وفيات جديدة بفيروس كورونا المسبب لعدوى كوفيد 19 ;REAL
قال البروفيسور البريطاني أنغوس دالغليش، وعالم الفيروسات النرويجي، بيرغر سورنسن، إنهما توصلا إلى دليل على الأصل الصناعي لفيروس كورونا ;REAL
سجلت وزارة الصحة الإيطالية، اليوم السبت، 3351 إصابة و83 وفاة جديدة بفيروس كورونا المسبب لعدوى كوفيد 19 ، في تراجع لكلا المؤشرين مقارنة مع بيانات الجمعة ;REAL
قال وزير الطاقة الإيراني رضا أردكانيانيوم السبت، إن العراق وافق على تحويل 125 مليون دولار من أموال إيرانية مجمدة إلى بنك أوروبي لشراء 16 مليون جرعة لقاح كورونا ;REAL
حددت وزارة الصحة والسكان المصرية، شروط الحصول على لقاح كورونا بالبلاد، وناشدت الوزارة المواطنين بضرورة الإسراع في التسجيل على موقع لقاح كورونا، للمساهمة في الحد من انتشار العدوى ;REAL
يتواصل في لبنان يوم التلقيح الماراثوني لتنفيذ خطة أطلقتها وزارة الصحة لتشجيع المواطنين على تلقي اللقاح ;REAL
